ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16708	"A01"	1	7240	1127.0
16708	"A01"	2	7240	1639.0
16708	"A01"	3	7240	665.0
16708	"A01"	4	7240	1803.0
16708	"A01"	5	7240	1017.0
16708	"A01"	6	7240	784.0
16708	"A01"	7	7240	705.0
16708	"A01"	8	7240	731.0
16708	"A01"	9	7240	605.0
16708	"A02"	1	7240	1152.0
16708	"A02"	2	7240	1308.0
16708	"A02"	3	7240	664.0
16708	"A02"	4	7240	1565.0
16708	"A02"	5	7240	722.0
16708	"A02"	6	7240	803.0
16708	"A02"	7	7240	751.0
16708	"A02"	8	7240	632.0
16708	"A02"	9	7240	616.0
16708	"A03"	1	7240	1739.0
16708	"A03"	2	7240	1502.0
16708	"A03"	3	7240	1057.0
16708	"A03"	4	7240	1417.0
16708	"A03"	5	7240	928.0
16708	"A03"	6	7240	1098.0
16708	"A03"	7	7240	1004.0
16708	"A03"	8	7240	1009.0
16708	"A03"	9	7240	941.0
16708	"A04"	1	7240	2625.0
16708	"A04"	2	7240	1564.0
16708	"A04"	3	7240	1266.0
16708	"A04"	4	7240	1367.0
16708	"A04"	5	7240	1174.0
16708	"A04"	6	7240	1205.0
16708	"A04"	7	7240	1002.0
16708	"A04"	8	7240	978.0
16708	"A04"	9	7240	949.0
16708	"A05"	1	7240	2495.0
16708	"A05"	2	7240	1274.0
16708	"A05"	3	7240	1069.0
16708	"A05"	4	7240	997.0
16708	"A05"	5	7240	813.0
16708	"A05"	6	7240	1030.0
16708	"A05"	7	7240	736.0
16708	"A05"	8	7240	727.0
16708	"A05"	9	7240	636.0
16708	"A06"	1	7240	1822.0
16708	"A06"	2	7240	984.0
16708	"A06"	3	7240	1073.0
16708	"A06"	4	7240	809.0
16708	"A06"	5	7240	759.0
16708	"A06"	6	7240	876.0
16708	"A06"	7	7240	674.0
16708	"A06"	8	7240	722.0
16708	"A06"	9	7240	728.0
16708	"A07"	1	7240	1387.0
16708	"A07"	2	7240	612.0
16708	"A07"	3	7240	683.0
16708	"A07"	4	7240	546.0
16708	"A07"	5	7240	534.0
16708	"A07"	6	7240	649.0
16708	"A07"	7	7240	487.0
16708	"A07"	8	7240	470.0
16708	"A07"	9	7240	493.0
16708	"A08"	1	7240	2255.0
16708	"A08"	2	7240	1221.0
16708	"A08"	3	7240	1520.0
16708	"A08"	4	7240	1164.0
16708	"A08"	5	7240	1066.0
16708	"A08"	6	7240	1475.0
16708	"A08"	7	7240	1027.0
16708	"A08"	8	7240	1160.0
16708	"A08"	9	7240	1005.0
16708	"A09"	1	7240	1708.0
16708	"A09"	2	7240	1039.0
16708	"A09"	3	7240	1421.0
16708	"A09"	4	7240	879.0
16708	"A09"	5	7240	899.0
16708	"A09"	6	7240	1382.0
16708	"A09"	7	7240	791.0
16708	"A09"	8	7240	882.0
16708	"A09"	9	7240	804.0
16708	"A10"	1	7240	1271.0
16708	"A10"	2	7240	783.0
16708	"A10"	3	7240	1052.0
16708	"A10"	4	7240	702.0
16708	"A10"	5	7240	698.0
16708	"A10"	6	7240	1312.0
16708	"A10"	7	7240	589.0
16708	"A10"	8	7240	789.0
16708	"A10"	9	7240	645.0
16708	"A11"	1	7240	827.0
16708	"A11"	2	7240	659.0
16708	"A11"	3	7240	878.0
16708	"A11"	4	7240	674.0
16708	"A11"	5	7240	624.0
16708	"A11"	6	7240	1270.0
16708	"A11"	7	7240	600.0
16708	"A11"	8	7240	781.0
16708	"A11"	9	7240	713.0
16708	"A12"	1	7240	824.0
16708	"A12"	2	7240	532.0
16708	"A12"	3	7240	835.0
16708	"A12"	4	7240	441.0
16708	"A12"	5	7240	532.0
16708	"A12"	6	7240	1539.0
16708	"A12"	7	7240	506.0
16708	"A12"	8	7240	717.0
16708	"A12"	9	7240	594.0
16708	"B01"	1	7240	939.0
16708	"B01"	2	7240	1214.0
16708	"B01"	3	7240	701.0
16708	"B01"	4	7240	2007.0
16708	"B01"	5	7240	791.0
16708	"B01"	6	7240	838.0
16708	"B01"	7	7240	953.0
16708	"B01"	8	7240	666.0
16708	"B01"	9	7240	904.0
16708	"B02"	1	7240	1237.0
16708	"B02"	2	7240	1473.0
16708	"B02"	3	7240	903.0
16708	"B02"	4	7240	1929.0
16708	"B02"	5	7240	926.0
16708	"B02"	6	7240	975.0
16708	"B02"	7	7240	1006.0
16708	"B02"	8	7240	916.0
16708	"B02"	9	7240	982.0
16708	"B03"	1	7240	1483.0
16708	"B03"	2	7240	1561.0
16708	"B03"	3	7240	1025.0
16708	"B03"	4	7240	1503.0
16708	"B03"	5	7240	1048.0
16708	"B03"	6	7240	1028.0
16708	"B03"	7	7240	1035.0
16708	"B03"	8	7240	923.0
16708	"B03"	9	7240	989.0
16708	"B04"	1	7240	2181.0
16708	"B04"	2	7240	2028.0
16708	"B04"	3	7240	1418.0
16708	"B04"	4	7240	1991.0
16708	"B04"	5	7240	1347.0
16708	"B04"	6	7240	1402.0
16708	"B04"	7	7240	1519.0
16708	"B04"	8	7240	1321.0
16708	"B04"	9	7240	1382.0
16708	"B05"	1	7240	1754.0
16708	"B05"	2	7240	1318.0
16708	"B05"	3	7240	1026.0
16708	"B05"	4	7240	1005.0
16708	"B05"	5	7240	982.0
16708	"B05"	6	7240	1017.0
16708	"B05"	7	7240	810.0
16708	"B05"	8	7240	823.0
16708	"B05"	9	7240	818.0
16708	"B06"	1	7240	1585.0
16708	"B06"	2	7240	999.0
16708	"B06"	3	7240	1028.0
16708	"B06"	4	7240	842.0
16708	"B06"	5	7240	782.0
16708	"B06"	6	7240	950.0
16708	"B06"	7	7240	856.0
16708	"B06"	8	7240	794.0
16708	"B06"	9	7240	809.0
16708	"B07"	1	7240	1491.0
16708	"B07"	2	7240	1062.0
16708	"B07"	3	7240	1421.0
16708	"B07"	4	7240	1025.0
16708	"B07"	5	7240	1039.0
16708	"B07"	6	7240	1364.0
16708	"B07"	7	7240	1016.0
16708	"B07"	8	7240	1017.0
16708	"B07"	9	7240	1061.0
16708	"B08"	1	7240	1402.0
16708	"B08"	2	7240	1130.0
16708	"B08"	3	7240	1503.0
16708	"B08"	4	7240	1058.0
16708	"B08"	5	7240	1195.0
16708	"B08"	6	7240	1649.0
16708	"B08"	7	7240	1090.0
16708	"B08"	8	7240	1367.0
16708	"B08"	9	7240	1043.0
16708	"B09"	1	7240	1128.0
16708	"B09"	2	7240	792.0
16708	"B09"	3	7240	1310.0
16708	"B09"	4	7240	843.0
16708	"B09"	5	7240	853.0
16708	"B09"	6	7240	1849.0
16708	"B09"	7	7240	888.0
16708	"B09"	8	7240	1005.0
16708	"B09"	9	7240	940.0
16708	"B10"	1	7240	963.0
16708	"B10"	2	7240	843.0
16708	"B10"	3	7240	1079.0
16708	"B10"	4	7240	804.0
16708	"B10"	5	7240	850.0
16708	"B10"	6	7240	1759.0
16708	"B10"	7	7240	773.0
16708	"B10"	8	7240	1082.0
16708	"B10"	9	7240	975.0
16708	"B11"	1	7240	737.0
16708	"B11"	2	7240	506.0
16708	"B11"	3	7240	801.0
16708	"B11"	4	7240	403.0
16708	"B11"	5	7240	578.0
16708	"B11"	6	7240	1986.0
16708	"B11"	7	7240	412.0
16708	"B11"	8	7240	818.0
