ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16710	"A01"	1	7241	2273.0
16710	"A01"	2	7241	2028.0
16710	"A01"	3	7241	1946.0
16710	"A01"	4	7241	2567.0
16710	"A01"	5	7241	1453.0
16710	"A01"	6	7241	2292.0
16710	"A01"	7	7241	1844.0
16710	"A01"	8	7241	1766.0
16710	"A01"	9	7241	2357.0
16710	"A02"	1	7241	2994.0
16710	"A02"	2	7241	1971.0
16710	"A02"	3	7241	1967.0
16710	"A02"	4	7241	1839.0
16710	"A02"	5	7241	1375.0
16710	"A02"	6	7241	2484.0
16710	"A02"	7	7241	1277.0
16710	"A02"	8	7241	1337.0
16710	"A02"	9	7241	1628.0
16710	"A03"	1	7241	3775.0
16710	"A03"	2	7241	2218.0
16710	"A03"	3	7241	2822.0
16710	"A03"	4	7241	2095.0
16710	"A03"	5	7241	1660.0
16710	"A03"	6	7241	3201.0
16710	"A03"	7	7241	1771.0
16710	"A03"	8	7241	1989.0
16710	"A03"	9	7241	2099.0
16710	"A04"	1	7241	2799.0
16710	"A04"	2	7241	1364.0
16710	"A04"	3	7241	1402.0
16710	"A04"	4	7241	1660.0
16710	"A04"	5	7241	1064.0
16710	"A04"	6	7241	1662.0
16710	"A04"	7	7241	1406.0
16710	"A04"	8	7241	1185.0
16710	"A04"	9	7241	1789.0
16710	"A05"	1	7241	2808.0
16710	"A05"	2	7241	1100.0
16710	"A05"	3	7241	1544.0
16710	"A05"	4	7241	1045.0
16710	"A05"	5	7241	876.0
16710	"A05"	6	7241	1565.0
16710	"A05"	7	7241	868.0
16710	"A05"	8	7241	1151.0
16710	"A05"	9	7241	1426.0
16710	"A06"	1	7241	3145.0
16710	"A06"	2	7241	1350.0
16710	"A06"	3	7241	1692.0
16710	"A06"	4	7241	1367.0
16710	"A06"	5	7241	1056.0
16710	"A06"	6	7241	1476.0
16710	"A06"	7	7241	1417.0
16710	"A06"	8	7241	1233.0
16710	"A06"	9	7241	1424.0
16710	"A07"	1	7241	3197.0
16710	"A07"	2	7241	1584.0
16710	"A07"	3	7241	1593.0
16710	"A07"	4	7241	1484.0
16710	"A07"	5	7241	1267.0
16710	"A07"	6	7241	1370.0
16710	"A07"	7	7241	1168.0
16710	"A07"	8	7241	1126.0
16710	"A07"	9	7241	1584.0
16710	"A08"	1	7241	2744.0
16710	"A08"	2	7241	1345.0
16710	"A08"	3	7241	1387.0
16710	"A08"	4	7241	1696.0
16710	"A08"	5	7241	1114.0
