ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16575	"A01"	1	7239	1500.0
16575	"A01"	2	7239	1639.0
16575	"A01"	3	7239	1041.0
16575	"A01"	4	7239	1582.0
16575	"A01"	5	7239	1167.0
16575	"A01"	6	7239	1185.0
16575	"A01"	7	7239	1152.0
16575	"A01"	8	7239	1302.0
16575	"A01"	9	7239	1342.0
16575	"A02"	1	7239	1731.0
16575	"A02"	2	7239	1935.0
16575	"A02"	3	7239	1485.0
16575	"A02"	4	7239	1756.0
16575	"A02"	5	7239	1566.0
16575	"A02"	6	7239	1473.0
16575	"A02"	7	7239	1509.0
16575	"A02"	8	7239	1695.0
16575	"A02"	9	7239	1776.0
16575	"A03"	1	7239	1778.0
16575	"A03"	2	7239	1567.0
16575	"A03"	3	7239	1392.0
16575	"A03"	4	7239	1542.0
16575	"A03"	5	7239	1147.0
16575	"A03"	6	7239	1143.0
16575	"A03"	7	7239	1321.0
16575	"A03"	8	7239	1179.0
16575	"A03"	9	7239	1373.0
16575	"A04"	1	7239	3412.0
16575	"A04"	2	7239	3818.0
16575	"A04"	3	7239	3625.0
16575	"A04"	4	7239	3584.0
16575	"A04"	5	7239	3999.0
16575	"A04"	6	7239	3793.0
16575	"A04"	7	7239	3946.0
16575	"A04"	8	7239	4115.0
16575	"A04"	9	7239	4659.0
16575	"A05"	1	7239	4133.0
16575	"A05"	2	7239	4566.0
16575	"A05"	3	7239	4035.0
16575	"A05"	4	7239	4710.0
16575	"A05"	5	7239	4600.0
16575	"A05"	6	7239	4495.0
16575	"A05"	7	7239	5053.0
16575	"A05"	8	7239	4947.0
16575	"A05"	9	7239	5585.0
16575	"A06"	1	7239	3005.0
16575	"A06"	2	7239	3254.0
16575	"A06"	3	7239	2902.0
16575	"A06"	4	7239	3308.0
16575	"A06"	5	7239	3163.0
16575	"A06"	6	7239	2967.0
16575	"A06"	7	7239	3282.0
16575	"A06"	8	7239	3096.0
16575	"A06"	9	7239	3665.0
16575	"A07"	1	7239	1573.0
16575	"A07"	2	7239	1374.0
16575	"A07"	3	7239	1398.0
16575	"A07"	4	7239	1208.0
16575	"A07"	5	7239	1501.0
16575	"A07"	6	7239	1542.0
16575	"A07"	7	7239	1377.0
16575	"A07"	8	7239	1505.0
16575	"A07"	9	7239	1524.0
16575	"A08"	1	7239	1957.0
16575	"A08"	2	7239	1598.0
16575	"A08"	3	7239	1585.0
16575	"A08"	4	7239	1527.0
16575	"A08"	5	7239	1590.0
16575	"A08"	6	7239	1894.0
16575	"A08"	7	7239	1439.0
16575	"A08"	8	7239	1731.0
16575	"A08"	9	7239	1587.0
16575	"A09"	1	7239	2392.0
16575	"A09"	2	7239	2566.0
16575	"A09"	3	7239	2354.0
16575	"A09"	4	7239	2601.0
16575	"A09"	5	7239	2559.0
16575	"A09"	6	7239	2660.0
16575	"A09"	7	7239	2693.0
16575	"A09"	8	7239	2864.0
16575	"A09"	9	7239	3069.0
16575	"A10"	1	7239	1757.0
16575	"A10"	2	7239	1214.0
16575	"A10"	3	7239	1406.0
16575	"A10"	4	7239	1209.0
16575	"A10"	5	7239	1157.0
16575	"A10"	6	7239	1455.0
16575	"A10"	7	7239	1120.0
16575	"A10"	8	7239	1255.0
16575	"A10"	9	7239	1340.0
16575	"A11"	1	7239	3618.0
16575	"A11"	2	7239	3543.0
16575	"A11"	3	7239	3918.0
16575	"A11"	4	7239	3291.0
16575	"A11"	5	7239	3830.0
16575	"A11"	6	7239	3681.0
16575	"A11"	7	7239	3863.0
16575	"A11"	8	7239	4151.0
16575	"A11"	9	7239	4352.0
16575	"A12"	1	7239	1496.0
16575	"A12"	2	7239	1414.0
16575	"A12"	3	7239	1537.0
16575	"A12"	4	7239	1319.0
16575	"A12"	5	7239	1429.0
16575	"A12"	6	7239	1663.0
16575	"A12"	7	7239	1439.0
16575	"A12"	8	7239	1591.0
16575	"A12"	9	7239	1631.0
16575	"B01"	1	7239	1038.0
16575	"B01"	2	7239	1190.0
16575	"B01"	3	7239	812.0
16575	"B01"	4	7239	1351.0
16575	"B01"	5	7239	989.0
16575	"B01"	6	7239	1043.0
16575	"B01"	7	7239	1019.0
16575	"B01"	8	7239	1260.0
16575	"B01"	9	7239	1176.0
16575	"B02"	1	7239	3535.0
16575	"B02"	2	7239	4099.0
16575	"B02"	3	7239	3691.0
16575	"B02"	4	7239	3866.0
16575	"B02"	5	7239	4169.0
16575	"B02"	6	7239	4327.0
16575	"B02"	7	7239	4158.0
16575	"B02"	8	7239	4619.0
16575	"B02"	9	7239	4895.0
16575	"B03"	1	7239	2494.0
16575	"B03"	2	7239	3003.0
16575	"B03"	3	7239	2587.0
16575	"B03"	4	7239	3231.0
16575	"B03"	5	7239	3072.0
16575	"B03"	6	7239	2667.0
16575	"B03"	7	7239	3275.0
16575	"B03"	8	7239	3121.0
16575	"B03"	9	7239	3769.0
16575	"B04"	1	7239	1494.0
16575	"B04"	2	7239	1414.0
16575	"B04"	3	7239	1328.0
16575	"B04"	4	7239	1199.0
16575	"B04"	5	7239	1400.0
16575	"B04"	6	7239	1354.0
16575	"B04"	7	7239	1218.0
16575	"B04"	8	7239	1403.0
