ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16714	"A01"	1	7245	1358.0
16714	"A01"	2	7245	1302.0
16714	"A01"	3	7245	1221.0
16714	"A01"	4	7245	1561.0
16714	"A01"	5	7245	1292.0
16714	"A01"	6	7245	1464.0
16714	"A01"	7	7245	1283.0
16714	"A01"	8	7245	1518.0
16714	"A01"	9	7245	1460.0
16714	"A02"	1	7245	1404.0
16714	"A02"	2	7245	1322.0
16714	"A02"	3	7245	1018.0
16714	"A02"	4	7245	1505.0
16714	"A02"	5	7245	1144.0
16714	"A02"	6	7245	1045.0
16714	"A02"	7	7245	1309.0
16714	"A02"	8	7245	1044.0
16714	"A02"	9	7245	1386.0
16714	"A03"	1	7245	1502.0
16714	"A03"	2	7245	1432.0
16714	"A03"	3	7245	1150.0
16714	"A03"	4	7245	1505.0
16714	"A03"	5	7245	1407.0
16714	"A03"	6	7245	1521.0
16714	"A03"	7	7245	1581.0
16714	"A03"	8	7245	1331.0
16714	"A03"	9	7245	1786.0
16714	"A04"	1	7245	1754.0
16714	"A04"	2	7245	1152.0
16714	"A04"	3	7245	964.0
16714	"A04"	4	7245	1190.0
16714	"A04"	5	7245	910.0
16714	"A04"	6	7245	1056.0
16714	"A04"	7	7245	1050.0
16714	"A04"	8	7245	1115.0
16714	"A04"	9	7245	1222.0
16714	"A05"	1	7245	2323.0
16714	"A05"	2	7245	1783.0
16714	"A05"	3	7245	1537.0
16714	"A05"	4	7245	1996.0
16714	"A05"	5	7245	1701.0
16714	"A05"	6	7245	1790.0
16714	"A05"	7	7245	1994.0
16714	"A05"	8	7245	1836.0
16714	"A05"	9	7245	2326.0
16714	"A06"	1	7245	1558.0
16714	"A06"	2	7245	704.0
16714	"A06"	3	7245	824.0
16714	"A06"	4	7245	686.0
16714	"A06"	5	7245	607.0
16714	"A06"	6	7245	834.0
16714	"A06"	7	7245	710.0
16714	"A06"	8	7245	662.0
16714	"A06"	9	7245	892.0
16714	"A07"	1	7245	1939.0
16714	"A07"	2	7245	1219.0
16714	"A07"	3	7245	1070.0
16714	"A07"	4	7245	868.0
16714	"A07"	5	7245	892.0
16714	"A07"	6	7245	942.0
16714	"A07"	7	7245	1012.0
16714	"A07"	8	7245	939.0
16714	"A07"	9	7245	1121.0
16714	"A08"	1	7245	1834.0
16714	"A08"	2	7245	911.0
16714	"A08"	3	7245	996.0
16714	"A08"	4	7245	974.0
16714	"A08"	5	7245	784.0
16714	"A08"	6	7245	966.0
16714	"A08"	7	7245	929.0
16714	"A08"	8	7245	914.0
16714	"A08"	9	7245	1193.0
16714	"A09"	1	7245	1399.0
16714	"A09"	2	7245	812.0
16714	"A09"	3	7245	888.0
16714	"A09"	4	7245	791.0
16714	"A09"	5	7245	744.0
16714	"A09"	6	7245	932.0
16714	"A09"	7	7245	926.0
16714	"A09"	8	7245	772.0
16714	"A09"	9	7245	853.0
16714	"A10"	1	7245	1487.0
16714	"A10"	2	7245	1393.0
16714	"A10"	3	7245	1215.0
16714	"A10"	4	7245	1627.0
16714	"A10"	5	7245	1268.0
16714	"A10"	6	7245	1118.0
16714	"A10"	7	7245	1473.0
16714	"A10"	8	7245	1100.0
16714	"A10"	9	7245	1471.0
16714	"A11"	1	7245	1027.0
16714	"A11"	2	7245	715.0
16714	"A11"	3	7245	872.0
16714	"A11"	4	7245	756.0
16714	"A11"	5	7245	649.0
16714	"A11"	6	7245	804.0
16714	"A11"	7	7245	824.0
16714	"A11"	8	7245	736.0
16714	"A11"	9	7245	743.0
16714	"A12"	1	7245	1499.0
16714	"A12"	2	7245	1468.0
16714	"A12"	3	7245	1586.0
16714	"A12"	4	7245	1562.0
16714	"A12"	5	7245	1347.0
16714	"A12"	6	7245	1446.0
16714	"A12"	7	7245	1563.0
16714	"A12"	8	7245	1323.0
16714	"A12"	9	7245	1529.0
16714	"B01"	1	7245	1146.0
16714	"B01"	2	7245	1218.0
16714	"B01"	3	7245	1152.0
16714	"B01"	4	7245	1428.0
16714	"B01"	5	7245	1035.0
16714	"B01"	6	7245	1263.0
16714	"B01"	7	7245	966.0
16714	"B01"	8	7245	1094.0
16714	"B01"	9	7245	1117.0
16714	"B02"	1	7245	1020.0
16714	"B02"	2	7245	758.0
16714	"B02"	3	7245	969.0
16714	"B02"	4	7245	1062.0
16714	"B02"	5	7245	1049.0
16714	"B02"	6	7245	814.0
16714	"B02"	7	7245	875.0
16714	"B02"	8	7245	962.0
16714	"B02"	9	7245	1036.0
16714	"B03"	1	7245	1309.0
16714	"B03"	2	7245	1183.0
16714	"B03"	3	7245	952.0
16714	"B03"	4	7245	1406.0
16714	"B03"	5	7245	1015.0
16714	"B03"	6	7245	1164.0
16714	"B03"	7	7245	1111.0
16714	"B03"	8	7245	1198.0
16714	"B03"	9	7245	1270.0
16714	"B04"	1	7245	1577.0
16714	"B04"	2	7245	1333.0
16714	"B04"	3	7245	1270.0
16714	"B04"	4	7245	1484.0
16714	"B04"	5	7245	1309.0
16714	"B04"	6	7245	1412.0
16714	"B04"	7	7245	1308.0
16714	"B04"	8	7245	1490.0
16714	"B04"	9	7245	1402.0
16714	"B05"	1	7245	1626.0
16714	"B05"	2	7245	1562.0
16714	"B05"	3	7245	1445.0
16714	"B05"	4	7245	1622.0
16714	"B05"	5	7245	1658.0
16714	"B05"	6	7245	1716.0
16714	"B05"	7	7245	1706.0
