ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16573	"A01"	1	7237	2319.0
16573	"A01"	2	7237	2135.0
16573	"A01"	3	7237	1671.0
16573	"A01"	4	7237	2071.0
16573	"A01"	5	7237	1741.0
16573	"A01"	6	7237	1606.0
16573	"A01"	7	7237	1553.0
16573	"A01"	8	7237	1713.0
16573	"A01"	9	7237	1625.0
16573	"A02"	1	7237	1707.0
16573	"A02"	2	7237	1630.0
16573	"A02"	3	7237	1540.0
16573	"A02"	4	7237	1377.0
16573	"A02"	5	7237	1388.0
16573	"A02"	6	7237	1485.0
16573	"A02"	7	7237	1223.0
16573	"A02"	8	7237	1492.0
16573	"A02"	9	7237	1448.0
16573	"A03"	1	7237	1753.0
16573	"A03"	2	7237	1510.0
16573	"A03"	3	7237	1511.0
16573	"A03"	4	7237	1422.0
16573	"A03"	5	7237	1357.0
16573	"A03"	6	7237	1448.0
16573	"A03"	7	7237	1200.0
16573	"A03"	8	7237	1512.0
16573	"A03"	9	7237	1616.0
16573	"A04"	1	7237	1861.0
16573	"A04"	2	7237	1730.0
16573	"A04"	3	7237	1840.0
16573	"A04"	4	7237	1650.0
16573	"A04"	5	7237	1814.0
16573	"A04"	6	7237	1832.0
16573	"A04"	7	7237	1841.0
16573	"A04"	8	7237	2113.0
16573	"A04"	9	7237	2274.0
16573	"A05"	1	7237	1853.0
16573	"A05"	2	7237	1836.0
16573	"A05"	3	7237	1919.0
16573	"A05"	4	7237	1933.0
16573	"A05"	5	7237	2372.0
16573	"A05"	6	7237	2269.0
16573	"A05"	7	7237	1986.0
16573	"A05"	8	7237	2548.0
16573	"A05"	9	7237	2588.0
16573	"A06"	1	7237	2124.0
16573	"A06"	2	7237	2362.0
16573	"A06"	3	7237	2232.0
16573	"A06"	4	7237	2162.0
16573	"A06"	5	7237	2676.0
16573	"A06"	6	7237	2534.0
16573	"A06"	7	7237	2699.0
16573	"A06"	8	7237	3332.0
16573	"A06"	9	7237	3529.0
16573	"A07"	1	7237	2154.0
16573	"A07"	2	7237	1653.0
16573	"A07"	3	7237	1609.0
16573	"A07"	4	7237	1644.0
16573	"A07"	5	7237	1567.0
16573	"A07"	6	7237	1578.0
16573	"A07"	7	7237	1600.0
16573	"A07"	8	7237	1782.0
16573	"A07"	9	7237	1939.0
16573	"A08"	1	7237	2004.0
16573	"A08"	2	7237	1535.0
16573	"A08"	3	7237	1529.0
16573	"A08"	4	7237	1517.0
16573	"A08"	5	7237	1484.0
16573	"A08"	6	7237	1455.0
16573	"A08"	7	7237	1528.0
16573	"A08"	8	7237	1655.0
16573	"A08"	9	7237	1981.0
16573	"A09"	1	7237	2059.0
16573	"A09"	2	7237	2212.0
16573	"A09"	3	7237	2285.0
16573	"A09"	4	7237	2114.0
16573	"A09"	5	7237	2477.0
16573	"A09"	6	7237	2213.0
16573	"A09"	7	7237	2820.0
16573	"A09"	8	7237	3448.0
16573	"A09"	9	7237	3744.0
16573	"A10"	1	7237	1526.0
16573	"A10"	2	7237	1243.0
16573	"A10"	3	7237	1336.0
16573	"A10"	4	7237	1217.0
16573	"A10"	5	7237	1126.0
16573	"A10"	6	7237	1194.0
16573	"A10"	7	7237	1141.0
16573	"A10"	8	7237	1137.0
16573	"A10"	9	7237	1241.0
16573	"A11"	1	7237	1850.0
16573	"A11"	2	7237	1951.0
16573	"A11"	3	7237	1810.0
16573	"A11"	4	7237	2117.0
16573	"A11"	5	7237	2339.0
16573	"A11"	6	7237	1885.0
16573	"A11"	7	7237	2910.0
16573	"A11"	8	7237	2446.0
16573	"A11"	9	7237	2951.0
16573	"A12"	1	7237	1656.0
16573	"A12"	2	7237	1168.0
16573	"A12"	3	7237	1338.0
16573	"A12"	4	7237	1194.0
16573	"A12"	5	7237	1411.0
16573	"A12"	6	7237	1547.0
