ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16718	"A01"	1	7248	2706.0
16718	"A01"	2	7248	2759.0
16718	"A01"	3	7248	2605.0
16718	"A01"	4	7248	3289.0
16718	"A01"	5	7248	2362.0
16718	"A01"	6	7248	2546.0
16718	"A01"	7	7248	2322.0
16718	"A01"	8	7248	2249.0
16718	"A01"	9	7248	2243.0
16718	"A02"	1	7248	3245.0
16718	"A02"	2	7248	3117.0
16718	"A02"	3	7248	2666.0
16718	"A02"	4	7248	2937.0
16718	"A02"	5	7248	2565.0
16718	"A02"	6	7248	2542.0
16718	"A02"	7	7248	2633.0
16718	"A02"	8	7248	2416.0
16718	"A02"	9	7248	2236.0
16718	"A03"	1	7248	3567.0
16718	"A03"	2	7248	3342.0
16718	"A03"	3	7248	3158.0
16718	"A03"	4	7248	3151.0
16718	"A03"	5	7248	3057.0
16718	"A03"	6	7248	3180.0
16718	"A03"	7	7248	3310.0
16718	"A03"	8	7248	2910.0
16718	"A03"	9	7248	3137.0
16718	"A04"	1	7248	3668.0
16718	"A04"	2	7248	3437.0
16718	"A04"	3	7248	3443.0
16718	"A04"	4	7248	3619.0
16718	"A04"	5	7248	3568.0
16718	"A04"	6	7248	3665.0
16718	"A04"	7	7248	3845.0
16718	"A04"	8	7248	3778.0
16718	"A04"	9	7248	4004.0
16718	"A05"	1	7248	4213.0
16718	"A05"	2	7248	3623.0
16718	"A05"	3	7248	3824.0
16718	"A05"	4	7248	3725.0
16718	"A05"	5	7248	3830.0
16718	"A05"	6	7248	4233.0
16718	"A05"	7	7248	4240.0
16718	"A05"	8	7248	3991.0
16718	"A05"	9	7248	4140.0
16718	"A06"	1	7248	3058.0
16718	"A06"	2	7248	2209.0
16718	"A06"	3	7248	2506.0
16718	"A06"	4	7248	1677.0
16718	"A06"	5	7248	1897.0
16718	"A06"	6	7248	2209.0
16718	"A06"	7	7248	1582.0
16718	"A06"	8	7248	1771.0
16718	"A06"	9	7248	1709.0
16718	"A07"	1	7248	4396.0
16718	"A07"	2	7248	3947.0
16718	"A07"	3	7248	4107.0
16718	"A07"	4	7248	3923.0
16718	"A07"	5	7248	4077.0
16718	"A07"	6	7248	4066.0
16718	"A07"	7	7248	4035.0
16718	"A07"	8	7248	3827.0
16718	"A07"	9	7248	4128.0
16718	"A08"	1	7248	2948.0
16718	"A08"	2	7248	2513.0
16718	"A08"	3	7248	2707.0
16718	"A08"	4	7248	2520.0
16718	"A08"	5	7248	2693.0
16718	"A08"	6	7248	2699.0
16718	"A08"	7	7248	2577.0
16718	"A08"	8	7248	2730.0
16718	"A08"	9	7248	2679.0
16718	"A09"	1	7248	4256.0
16718	"A09"	2	7248	3779.0
16718	"A09"	3	7248	3529.0
16718	"A09"	4	7248	4262.0
16718	"A09"	5	7248	3892.0
16718	"A09"	6	7248	3197.0
16718	"A09"	7	7248	4194.0
16718	"A09"	8	7248	3911.0
16718	"A09"	9	7248	4207.0
16718	"A10"	1	7248	3886.0
16718	"A10"	2	7248	3964.0
16718	"A10"	3	7248	3415.0
16718	"A10"	4	7248	4372.0
16718	"A10"	5	7248	3602.0
16718	"A10"	6	7248	3229.0
16718	"A10"	7	7248	4095.0
