ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16720	"A01"	1	7250	3263.0
16720	"A01"	2	7250	2942.0
16720	"A01"	3	7250	3178.0
16720	"A01"	4	7250	2952.0
16720	"A01"	5	7250	2584.0
16720	"A01"	6	7250	3830.0
16720	"A01"	7	7250	2264.0
16720	"A01"	8	7250	2836.0
16720	"A01"	9	7250	2676.0
16720	"A02"	1	7250	1042.0
16720	"A02"	2	7250	657.0
16720	"A02"	3	7250	311.0
16720	"A02"	4	7250	846.0
16720	"A02"	5	7250	336.0
16720	"A02"	6	7250	408.0
16720	"A02"	7	7250	287.0
16720	"A02"	8	7250	371.0
16720	"A02"	9	7250	406.0
16720	"A03"	1	7250	2841.0
16720	"A03"	2	7250	2152.0
16720	"A03"	3	7250	2407.0
16720	"A03"	4	7250	1795.0
16720	"A03"	5	7250	1870.0
16720	"A03"	6	7250	2915.0
16720	"A03"	7	7250	1574.0
16720	"A03"	8	7250	2637.0
16720	"A03"	9	7250	1998.0
16720	"A04"	1	7250	2680.0
16720	"A04"	2	7250	2038.0
16720	"A04"	3	7250	1830.0
16720	"A04"	4	7250	2094.0
16720	"A04"	5	7250	1888.0
16720	"A04"	6	7250	1898.0
16720	"A04"	7	7250	2202.0
16720	"A04"	8	7250	1920.0
16720	"A04"	9	7250	2372.0
16720	"A05"	1	7250	2045.0
16720	"A05"	2	7250	1410.0
16720	"A05"	3	7250	1279.0
16720	"A05"	4	7250	1401.0
16720	"A05"	5	7250	1162.0
16720	"A05"	6	7250	1080.0
16720	"A05"	7	7250	1306.0
16720	"A05"	8	7250	1039.0
16720	"A05"	9	7250	1222.0
16720	"A06"	1	7250	3046.0
16720	"A06"	2	7250	2583.0
16720	"A06"	3	7250	2393.0
16720	"A06"	4	7250	2656.0
16720	"A06"	5	7250	2380.0
16720	"A06"	6	7250	2436.0
16720	"A06"	7	7250	2782.0
16720	"A06"	8	7250	2281.0
16720	"A06"	9	7250	2721.0
16720	"A07"	1	7250	3901.0
16720	"A07"	2	7250	2609.0
16720	"A07"	3	7250	2631.0
16720	"A07"	4	7250	2757.0
16720	"A07"	5	7250	2436.0
16720	"A07"	6	7250	2443.0
16720	"A07"	7	7250	2606.0
16720	"A07"	8	7250	2273.0
16720	"A07"	9	7250	2401.0
16720	"A08"	1	7250	3408.0
16720	"A08"	2	7250	2663.0
16720	"A08"	3	7250	2700.0
16720	"A08"	4	7250	2623.0
16720	"A08"	5	7250	2630.0
16720	"A08"	6	7250	2722.0
16720	"A08"	7	7250	2446.0
16720	"A08"	8	7250	2678.0
16720	"A08"	9	7250	2794.0
16720	"A09"	1	7250	3473.0
16720	"A09"	2	7250	2823.0
16720	"A09"	3	7250	2796.0
16720	"A09"	4	7250	3023.0
16720	"A09"	5	7250	2689.0
16720	"A09"	6	7250	2752.0
16720	"A09"	7	7250	2971.0
16720	"A09"	8	7250	2783.0
16720	"A09"	9	7250	3313.0
16720	"A10"	1	7250	3091.0
16720	"A10"	2	7250	2363.0
16720	"A10"	3	7250	2713.0
16720	"A10"	4	7250	2483.0
16720	"A10"	5	7250	2170.0
16720	"A10"	6	7250	2636.0
16720	"A10"	7	7250	2366.0
16720	"A10"	8	7250	2335.0
16720	"A10"	9	7250	2887.0
16720	"A11"	1	7250	3018.0
16720	"A11"	2	7250	2456.0
16720	"A11"	3	7250	2640.0
16720	"A11"	4	7250	3015.0
16720	"A11"	5	7250	2175.0
16720	"A11"	6	7250	2943.0
16720	"A11"	7	7250	2937.0
16720	"A11"	8	7250	2285.0
16720	"A11"	9	7250	3087.0
16720	"A12"	1	7250	1036.0
16720	"A12"	2	7250	701.0
16720	"A12"	3	7250	888.0
16720	"A12"	4	7250	712.0
16720	"A12"	5	7250	711.0
16720	"A12"	6	7250	1301.0
16720	"A12"	7	7250	718.0
16720	"A12"	8	7250	712.0
16720	"A12"	9	7250	714.0
16720	"B01"	1	7250	1569.0
16720	"B01"	2	7250	1195.0
16720	"B01"	3	7250	879.0
16720	"B01"	4	7250	1873.0
16720	"B01"	5	7250	772.0
16720	"B01"	6	7250	913.0
16720	"B01"	7	7250	827.0
16720	"B01"	8	7250	831.0
16720	"B01"	9	7250	711.0
16720	"B02"	1	7250	2790.0
16720	"B02"	2	7250	2734.0
16720	"B02"	3	7250	2539.0
16720	"B02"	4	7250	2729.0
16720	"B02"	5	7250	2421.0
16720	"B02"	6	7250	3209.0
16720	"B02"	7	7250	2575.0
16720	"B02"	8	7250	2862.0
16720	"B02"	9	7250	3146.0
16720	"B03"	1	7250	1772.0
16720	"B03"	2	7250	1421.0
16720	"B03"	3	7250	765.0
16720	"B03"	4	7250	1295.0
16720	"B03"	5	7250	772.0
16720	"B03"	6	7250	984.0
16720	"B03"	7	7250	665.0
16720	"B03"	8	7250	891.0
16720	"B03"	9	7250	853.0
16720	"B04"	1	7250	1911.0
16720	"B04"	2	7250	1051.0
16720	"B04"	3	7250	803.0
16720	"B04"	4	7250	953.0
16720	"B04"	5	7250	720.0
16720	"B04"	6	7250	821.0
16720	"B04"	7	7250	616.0
16720	"B04"	8	7250	658.0
16720	"B04"	9	7250	579.0
16720	"B05"	1	7250	2017.0
16720	"B05"	2	7250	1247.0
16720	"B05"	3	7250	988.0
16720	"B05"	4	7250	1023.0
16720	"B05"	5	7250	782.0
16720	"B05"	6	7250	796.0
16720	"B05"	7	7250	816.0
16720	"B05"	8	7250	877.0
16720	"B05"	9	7250	816.0
16720	"B06"	1	7250	2105.0
16720	"B06"	2	7250	1077.0
16720	"B06"	3	7250	1018.0
16720	"B06"	4	7250	841.0
16720	"B06"	5	7250	834.0
16720	"B06"	6	7250	1010.0
16720	"B06"	7	7250	651.0
16720	"B06"	8	7250	681.0
16720	"B06"	9	7250	616.0
16720	"B07"	1	7250	2301.0
16720	"B07"	2	7250	1676.0
16720	"B07"	3	7250	1824.0
16720	"B07"	4	7250	1807.0
16720	"B07"	5	7250	1564.0
