ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16713	"A01"	1	7244	1336.0
16713	"A01"	2	7244	1333.0
16713	"A01"	3	7244	1053.0
16713	"A01"	4	7244	2417.0
16713	"A01"	5	7244	963.0
16713	"A01"	6	7244	1222.0
16713	"A01"	7	7244	1299.0
16713	"A01"	8	7244	1174.0
16713	"A01"	9	7244	1479.0
16713	"A02"	1	7244	1539.0
16713	"A02"	2	7244	1273.0
16713	"A02"	3	7244	1152.0
16713	"A02"	4	7244	1782.0
16713	"A02"	5	7244	1126.0
16713	"A02"	6	7244	1364.0
16713	"A02"	7	7244	1324.0
16713	"A02"	8	7244	1448.0
16713	"A02"	9	7244	1416.0
16713	"A03"	1	7244	1325.0
16713	"A03"	2	7244	1138.0
16713	"A03"	3	7244	771.0
16713	"A03"	4	7244	1317.0
16713	"A03"	5	7244	762.0
16713	"A03"	6	7244	856.0
16713	"A03"	7	7244	900.0
16713	"A03"	8	7244	811.0
16713	"A03"	9	7244	1030.0
16713	"A04"	1	7244	1594.0
16713	"A04"	2	7244	1018.0
16713	"A04"	3	7244	689.0
16713	"A04"	4	7244	1194.0
16713	"A04"	5	7244	660.0
16713	"A04"	6	7244	674.0
16713	"A04"	7	7244	666.0
16713	"A04"	8	7244	664.0
16713	"A04"	9	7244	866.0
16713	"A05"	1	7244	2162.0
16713	"A05"	2	7244	1629.0
16713	"A05"	3	7244	1443.0
16713	"A05"	4	7244	1683.0
16713	"A05"	5	7244	1416.0
16713	"A05"	6	7244	1554.0
16713	"A05"	7	7244	1422.0
16713	"A05"	8	7244	1465.0
16713	"A05"	9	7244	1643.0
16713	"A06"	1	7244	2241.0
16713	"A06"	2	7244	1103.0
16713	"A06"	3	7244	942.0
16713	"A06"	4	7244	1035.0
16713	"A06"	5	7244	782.0
16713	"A06"	6	7244	1039.0
16713	"A06"	7	7244	875.0
16713	"A06"	8	7244	804.0
16713	"A06"	9	7244	1072.0
16713	"A07"	1	7244	1848.0
16713	"A07"	2	7244	965.0
16713	"A07"	3	7244	942.0
16713	"A07"	4	7244	892.0
16713	"A07"	5	7244	707.0
16713	"A07"	6	7244	907.0
16713	"A07"	7	7244	868.0
16713	"A07"	8	7244	850.0
16713	"A07"	9	7244	1100.0
16713	"A08"	1	7244	1739.0
16713	"A08"	2	7244	1251.0
16713	"A08"	3	7244	1267.0
16713	"A08"	4	7244	1366.0
16713	"A08"	5	7244	1249.0
16713	"A08"	6	7244	1204.0
16713	"A08"	7	7244	1257.0
16713	"A08"	8	7244	1167.0
