ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16574	"A01"	1	7238	3.0
16574	"A01"	2	7238	4.0
16574	"A01"	3	7238	6.0
16574	"A01"	4	7238	8.0
16574	"A01"	5	7238	2.0
16574	"A01"	6	7238	9.0
16574	"A01"	7	7238	4.0
16574	"A01"	8	7238	8.0
16574	"A01"	9	7238	5.0
16574	"A02"	1	7238	1421.0
16574	"A02"	2	7238	1558.0
16574	"A02"	3	7238	1186.0
16574	"A02"	4	7238	1326.0
16574	"A02"	5	7238	1237.0
16574	"A02"	6	7238	1282.0
16574	"A02"	7	7238	1044.0
16574	"A02"	8	7238	1556.0
16574	"A02"	9	7238	1494.0
16574	"A03"	1	7238	1458.0
16574	"A03"	2	7238	1366.0
16574	"A03"	3	7238	1130.0
16574	"A03"	4	7238	1258.0
16574	"A03"	5	7238	1083.0
16574	"A03"	6	7238	1058.0
16574	"A03"	7	7238	1012.0
16574	"A03"	8	7238	1080.0
16574	"A03"	9	7238	1305.0
16574	"A04"	1	7238	990.0
16574	"A04"	2	7238	1103.0
16574	"A04"	3	7238	927.0
16574	"A04"	4	7238	913.0
16574	"A04"	5	7238	1101.0
16574	"A04"	6	7238	968.0
16574	"A04"	7	7238	959.0
16574	"A04"	8	7238	1284.0
16574	"A04"	9	7238	1320.0
16574	"A05"	1	7238	1583.0
16574	"A05"	2	7238	1810.0
16574	"A05"	3	7238	1838.0
16574	"A05"	4	7238	1801.0
16574	"A05"	5	7238	1905.0
16574	"A05"	6	7238	2183.0
16574	"A05"	7	7238	1988.0
16574	"A05"	8	7238	2661.0
16574	"A05"	9	7238	2787.0
16574	"A06"	1	7238	1789.0
16574	"A06"	2	7238	2090.0
16574	"A06"	3	7238	2136.0
16574	"A06"	4	7238	1939.0
16574	"A06"	5	7238	2461.0
16574	"A06"	6	7238	3073.0
16574	"A06"	7	7238	2636.0
16574	"A06"	8	7238	3871.0
16574	"A06"	9	7238	3950.0
16574	"A07"	1	7238	1304.0
16574	"A07"	2	7238	1348.0
16574	"A07"	3	7238	1123.0
16574	"A07"	4	7238	1077.0
16574	"A07"	5	7238	1219.0
16574	"A07"	6	7238	1358.0
16574	"A07"	7	7238	1120.0
16574	"A07"	8	7238	1645.0
16574	"A07"	9	7238	1934.0
16574	"A08"	1	7238	1380.0
16574	"A08"	2	7238	1265.0
16574	"A08"	3	7238	1147.0
16574	"A08"	4	7238	1088.0
16574	"A08"	5	7238	1234.0
16574	"A08"	6	7238	1051.0
16574	"A08"	7	7238	1072.0
16574	"A08"	8	7238	1279.0
16574	"A08"	9	7238	1814.0
16574	"A09"	1	7238	2018.0
