ATF	1.0
1	5
Calculation applied: None
"Name [Measurement Set Info]=ChlamyLugol10xRuben"
"Plate ID"	"Well Name"	"Site ID"	"MEASUREMENT SET ID"	"Cell Count (ChlamyLugol10xRuben)"
16724	"A01"	1	7254	1006.0
16724	"A01"	2	7254	1083.0
16724	"A01"	3	7254	738.0
16724	"A01"	4	7254	1223.0
16724	"A01"	5	7254	851.0
16724	"A01"	6	7254	1580.0
16724	"A01"	7	7254	853.0
16724	"A01"	8	7254	932.0
16724	"A01"	9	7254	972.0
16724	"A02"	1	7254	1828.0
16724	"A02"	2	7254	1727.0
16724	"A02"	3	7254	1621.0
16724	"A02"	4	7254	1745.0
16724	"A02"	5	7254	1664.0
16724	"A02"	6	7254	2628.0
16724	"A02"	7	7254	1708.0
16724	"A02"	8	7254	1967.0
16724	"A02"	9	7254	2629.0
16724	"A03"	1	7254	2634.0
16724	"A03"	2	7254	2506.0
16724	"A03"	3	7254	4056.0
16724	"A03"	4	7254	3178.0
16724	"A03"	5	7254	4067.0
16724	"A03"	6	7254	5838.0
16724	"A03"	7	7254	4639.0
16724	"A03"	8	7254	5026.0
16724	"A03"	9	7254	5970.0
16724	"A04"	1	7254	1458.0
16724	"A04"	2	7254	1259.0
16724	"A04"	3	7254	1021.0
16724	"A04"	4	7254	1104.0
16724	"A04"	5	7254	850.0
16724	"A04"	6	7254	974.0
16724	"A04"	7	7254	858.0
16724	"A04"	8	7254	942.0
16724	"A04"	9	7254	1386.0
16724	"A05"	1	7254	2680.0
16724	"A05"	2	7254	1745.0
16724	"A05"	3	7254	1967.0
16724	"A05"	4	7254	1420.0
16724	"A05"	5	7254	1157.0
16724	"A05"	6	7254	1976.0
16724	"A05"	7	7254	1229.0
16724	"A05"	8	7254	1470.0
16724	"A05"	9	7254	1715.0
16724	"A06"	1	7254	2859.0
16724	"A06"	2	7254	1518.0
16724	"A06"	3	7254	1889.0
16724	"A06"	4	7254	1544.0
16724	"A06"	5	7254	1200.0
16724	"A06"	6	7254	1912.0
16724	"A06"	7	7254	1646.0
16724	"A06"	8	7254	1608.0
16724	"A06"	9	7254	2110.0
16724	"A07"	1	7254	981.0
16724	"A07"	2	7254	912.0
16724	"A07"	3	7254	1115.0
16724	"A07"	4	7254	1514.0
16724	"A07"	5	7254	974.0
16724	"A07"	6	7254	2081.0
16724	"A07"	7	7254	1125.0
16724	"A07"	8	7254	1682.0
16724	"A07"	9	7254	1645.0
16724	"A08"	1	7254	1423.0
16724	"A08"	2	7254	1133.0
16724	"A08"	3	7254	1415.0
16724	"A08"	4	7254	1428.0
16724	"A08"	5	7254	960.0
16724	"A08"	6	7254	1364.0
16724	"A08"	7	7254	1358.0
16724	"A08"	8	7254	1142.0
16724	"A08"	9	7254	1554.0
16724	"A09"	1	7254	2109.0
16724	"A09"	2	7254	1254.0
16724	"A09"	3	7254	1863.0
16724	"A09"	4	7254	1674.0
16724	"A09"	5	7254	1205.0
16724	"A09"	6	7254	1874.0
16724	"A09"	7	7254	1558.0
16724	"A09"	8	7254	1496.0
16724	"A09"	9	7254	2023.0
16724	"A10"	1	7254	1853.0
16724	"A10"	2	7254	2078.0
16724	"A10"	3	7254	1759.0
16724	"A10"	4	7254	4785.0
16724	"A10"	5	7254	1702.0
16724	"A10"	6	7254	1642.0
16724	"A10"	7	7254	3752.0
16724	"A10"	8	7254	2001.0
16724	"A10"	9	7254	3366.0
16724	"A11"	1	7254	1377.0
16724	"A11"	2	7254	1222.0
16724	"A11"	3	7254	1329.0
16724	"A11"	4	7254	2631.0
16724	"A11"	5	7254	1230.0
16724	"A11"	6	7254	1498.0
16724	"A11"	7	7254	1745.0
16724	"A11"	8	7254	1390.0
16724	"A11"	9	7254	1701.0
16724	"A12"	1	7254	1533.0
16724	"A12"	2	7254	3373.0
16724	"A12"	3	7254	1357.0
16724	"A12"	4	7254	5465.0
16724	"A12"	5	7254	2642.0
16724	"A12"	6	7254	1774.0
16724	"A12"	7	7254	4633.0
16724	"A12"	8	7254	2802.0
16724	"A12"	9	7254	3709.0
16724	"B01"	1	7254	1442.0
16724	"B01"	2	7254	1153.0
16724	"B01"	3	7254	1569.0
16724	"B01"	4	7254	1824.0
16724	"B01"	5	7254	1377.0
16724	"B01"	6	7254	3013.0
16724	"B01"	7	7254	1462.0
16724	"B01"	8	7254	2031.0
16724	"B01"	9	7254	2341.0
16724	"B02"	1	7254	1848.0
16724	"B02"	2	7254	1647.0
16724	"B02"	3	7254	1769.0
16724	"B02"	4	7254	1730.0
16724	"B02"	5	7254	1611.0
16724	"B02"	6	7254	3036.0
16724	"B02"	7	7254	1607.0
16724	"B02"	8	7254	2197.0
16724	"B02"	9	7254	2542.0
16724	"B03"	1	7254	1672.0
16724	"B03"	2	7254	1977.0
16724	"B03"	3	7254	2501.0
16724	"B03"	4	7254	2559.0
16724	"B03"	5	7254	2787.0
16724	"B03"	6	7254	3847.0
16724	"B03"	7	7254	4167.0
16724	"B03"	8	7254	3632.0
16724	"B03"	9	7254	6254.0
16724	"B04"	1	7254	1260.0
16724	"B04"	2	7254	1296.0
16724	"B04"	3	7254	1051.0
16724	"B04"	4	7254	1393.0
16724	"B04"	5	7254	1142.0
16724	"B04"	6	7254	1003.0
16724	"B04"	7	7254	1217.0
16724	"B04"	8	7254	1353.0
16724	"B04"	9	7254	1355.0
16724	"B05"	1	7254	1410.0
16724	"B05"	2	7254	1251.0
16724	"B05"	3	7254	1391.0
16724	"B05"	4	7254	1814.0
16724	"B05"	5	7254	1788.0
16724	"B05"	6	7254	2927.0
16724	"B05"	7	7254	2175.0
16724	"B05"	8	7254	2734.0
16724	"B05"	9	7254	2941.0
16724	"B06"	1	7254	1775.0
16724	"B06"	2	7254	1579.0
16724	"B06"	3	7254	1770.0
16724	"B06"	4	7254	2431.0
16724	"B06"	5	7254	1531.0
16724	"B06"	6	7254	2010.0
16724	"B06"	7	7254	2552.0
16724	"B06"	8	7254	1873.0
16724	"B06"	9	7254	3330.0
16724	"C01"	1	7254	859.0
16724	"C01"	2	7254	840.0
16724	"C01"	3	7254	827.0
16724	"C01"	4	7254	1456.0
16724	"C01"	5	7254	832.0
16724	"C01"	6	7254	1537.0
16724	"C01"	7	7254	971.0
16724	"C01"	8	7254	803.0
16724	"C01"	9	7254	793.0
16724	"C02"	1	7254	1450.0
16724	"C02"	2	7254	1431.0
16724	"C02"	3	7254	1617.0
16724	"C02"	4	7254	2192.0
16724	"C02"	5	7254	1905.0
16724	"C02"	6	7254	2454.0
16724	"C02"	7	7254	1711.0
16724	"C02"	8	7254	2262.0
16724	"C02"	9	7254	2292.0
16724	"C03"	1	7254	1886.0
16724	"C03"	2	7254	1901.0
16724	"C03"	3	7254	3060.0
16724	"C03"	4	7254	1936.0
16724	"C03"	5	7254	2978.0
16724	"C03"	6	7254	4953.0
16724	"C03"	7	7254	3031.0
16724	"C03"	8	7254	3734.0
16724	"C03"	9	7254	4115.0
16724	"C04"	1	7254	855.0
16724	"C04"	2	7254	1081.0
16724	"C04"	3	7254	845.0
16724	"C04"	4	7254	1196.0
16724	"C04"	5	7254	940.0
16724	"C04"	6	7254	1267.0
16724	"C04"	7	7254	1154.0
16724	"C04"	8	7254	1001.0
16724	"C04"	9	7254	1340.0
16724	"C05"	1	7254	2721.0
16724	"C05"	2	7254	1896.0
16724	"C05"	3	7254	2254.0
16724	"C05"	4	7254	1989.0
16724	"C05"	5	7254	1690.0
16724	"C05"	6	7254	2547.0
16724	"C05"	7	7254	1836.0
16724	"C05"	8	7254	2112.0
16724	"C05"	9	7254	2368.0
16724	"C06"	1	7254	2198.0
16724	"C06"	2	7254	1715.0
16724	"C06"	3	7254	2004.0
16724	"C06"	4	7254	1630.0
16724	"C06"	5	7254	1613.0
16724	"C06"	6	7254	2046.0
16724	"C06"	7	7254	1625.0
16724	"C06"	8	7254	1858.0
16724	"C06"	9	7254	1918.0
16724	"C07"	1	7254	1110.0
16724	"C07"	2	7254	1007.0
16724	"C07"	3	7254	1055.0
16724	"C07"	4	7254	3051.0
16724	"C07"	5	7254	1226.0
16724	"C07"	6	7254	1467.0
16724	"C07"	7	7254	2964.0
16724	"C07"	8	7254	2151.0
16724	"C07"	9	7254	3040.0
16724	"C08"	1	7254	1233.0
16724	"C08"	2	7254	910.0
16724	"C08"	3	7254	1297.0
16724	"C08"	4	7254	1300.0
16724	"C08"	5	7254	1028.0
16724	"C08"	6	7254	1708.0
16724	"C08"	7	7254	974.0
16724	"C08"	8	7254	1212.0
16724	"C08"	9	7254	1212.0
16724	"C09"	1	7254	2215.0
16724	"C09"	2	7254	1638.0
16724	"C09"	3	7254	2130.0
16724	"C09"	4	7254	2180.0
16724	"C09"	5	7254	1496.0
16724	"C09"	6	7254	2617.0
16724	"C09"	7	7254	1622.0
16724	"C09"	8	7254	1843.0
16724	"C09"	9	7254	1849.0
16724	"C10"	1	7254	1424.0
16724	"C10"	2	7254	1882.0
16724	"C10"	3	7254	1593.0
16724	"C10"	4	7254	4174.0
16724	"C10"	5	7254	1435.0
