\\ISX\ISX Data\Data_Ruben\IER trait centrfigued\Non-salt treatments\IER traits controls\Run 3 day 1+8\C02_5.daf
All

Object Number	Area_M01	Area_M02	Area_M03	Area_M04	Area_M05	Area_M06	Area_M07	Area_M08	Area_M09	Area_M10	Area_M11	Area_M12	Area_MC	Height_M01	Height_M02	Height_M03	Height_M04	Height_M05	Height_M06	Height_M07	Height_M08	Height_M09	Height_M10	Height_M11	Height_M12	Length_M01	Length_M02	Length_M03	Length_M04	Length_M05	Length_M06	Length_M07	Length_M08	Length_M09	Length_M10	Length_M11	Length_M12	Width_M01	Width_M02	Width_M03	Width_M04	Width_M05	Width_M06	Width_M07	Width_M08	Width_M09	Width_M10	Width_M11	Width_M12	Aspect Ratio Intensity_M01_Ch01	Aspect Ratio Intensity_M02_Ch02	Aspect Ratio Intensity_M03_Ch03	Aspect Ratio Intensity_M04_Ch04	Aspect Ratio Intensity_M05_Ch05	Aspect Ratio Intensity_M06_Ch06	Aspect Ratio Intensity_M07_Ch07	Aspect Ratio Intensity_M08_Ch08	Aspect Ratio Intensity_M09_Ch09	Aspect Ratio Intensity_M10_Ch10	Aspect Ratio Intensity_M11_Ch11	Aspect Ratio Intensity_M12_Ch12	Aspect Ratio_M01	Aspect Ratio_M02	Aspect Ratio_M03	Aspect Ratio_M04	Aspect Ratio_M05	Aspect Ratio_M06	Aspect Ratio_M07	Aspect Ratio_M08	Aspect Ratio_M09	Aspect Ratio_M10	Aspect Ratio_M11	Aspect Ratio_M12	Bright Detail Intensity R3_MC_Ch01	Bright Detail Intensity R3_MC_Ch02	Bright Detail Intensity R3_MC_Ch03	Bright Detail Intensity R3_MC_Ch04	Bright Detail Intensity R3_MC_Ch05	Bright Detail Intensity R3_MC_Ch06	Bright Detail Intensity R3_MC_Ch07	Bright Detail Intensity R3_MC_Ch08	Bright Detail Intensity R3_MC_Ch09	Bright Detail Intensity R3_MC_Ch10	Bright Detail Intensity R3_MC_Ch11	Bright Detail Intensity R3_MC_Ch12	Contrast_M01_Ch01	Contrast_M02_Ch02	Contrast_M03_Ch03	Contrast_M04_Ch04	Contrast_M05_Ch05	Contrast_M06_Ch06	Contrast_M07_Ch07	Contrast_M08_Ch08	Contrast_M09_Ch09	Contrast_M10_Ch10	Contrast_M11_Ch11	Contrast_M12_Ch12	Gradient RMS_M01_Ch01	Gradient RMS_M02_Ch02	Gradient RMS_M03_Ch03	Gradient RMS_M04_Ch04	Gradient RMS_M05_Ch05	Gradient RMS_M06_Ch06	Gradient RMS_M07_Ch07	Gradient RMS_M08_Ch08	Gradient RMS_M09_Ch09	Gradient RMS_M10_Ch10	Gradient RMS_M11_Ch11	Gradient RMS_M12_Ch12	Modulation_M01_Ch01	Modulation_M02_Ch02	Modulation_M03_Ch03	Modulation_M04_Ch04	Modulation_M05_Ch05	Modulation_M06_Ch06	Modulation_M07_Ch07	Modulation_M08_Ch08	Modulation_M09_Ch09	Modulation_M10_Ch10	Modulation_M11_Ch11	Modulation_M12_Ch12	Bkgd Mean_Ch01	Bkgd Mean_Ch02	Bkgd Mean_Ch03	Bkgd Mean_Ch04	Bkgd Mean_Ch05	Bkgd Mean_Ch06	Bkgd Mean_Ch07	Bkgd Mean_Ch08	Bkgd Mean_Ch09	Bkgd Mean_Ch10	Bkgd Mean_Ch11	Bkgd Mean_Ch12	Intensity_MC_Ch01	Intensity_MC_Ch02	Intensity_MC_Ch03	Intensity_MC_Ch04	Intensity_MC_Ch05	Intensity_MC_Ch06	Intensity_MC_Ch07	Intensity_MC_Ch08	Intensity_MC_Ch09	Intensity_MC_Ch10	Intensity_MC_Ch11	Intensity_MC_Ch12	Max Pixel_MC_Ch01	Max Pixel_MC_Ch02	Max Pixel_MC_Ch03	Max Pixel_MC_Ch04	Max Pixel_MC_Ch05	Max Pixel_MC_Ch06	Max Pixel_MC_Ch07	Max Pixel_MC_Ch08	Max Pixel_MC_Ch09	Max Pixel_MC_Ch10	Max Pixel_MC_Ch11	Max Pixel_MC_Ch12	Mean Pixel_M01_Ch01	Mean Pixel_M02_Ch02	Mean Pixel_M03_Ch03	Mean Pixel_M04_Ch04	Mean Pixel_M05_Ch05	Mean Pixel_M06_Ch06	Mean Pixel_M07_Ch07	Mean Pixel_M08_Ch08	Mean Pixel_M09_Ch09	Mean Pixel_M10_Ch10	Mean Pixel_M11_Ch11	Mean Pixel_M12_Ch12	Median Pixel_M01_Ch01	Median Pixel_M02_Ch02	Median Pixel_M03_Ch03	Median Pixel_M04_Ch04	Median Pixel_M05_Ch05	Median Pixel_M06_Ch06	Median Pixel_M07_Ch07	Median Pixel_M08_Ch08	Median Pixel_M09_Ch09	Median Pixel_M10_Ch10	Median Pixel_M11_Ch11	Median Pixel_M12_Ch12	Raw Max Pixel_MC_Ch01	Raw Max Pixel_MC_Ch02	Raw Max Pixel_MC_Ch03	Raw Max Pixel_MC_Ch04	Raw Max Pixel_MC_Ch05	Raw Max Pixel_MC_Ch06	Raw Max Pixel_MC_Ch07	Raw Max Pixel_MC_Ch08	Raw Max Pixel_MC_Ch09	Raw Max Pixel_MC_Ch10	Raw Max Pixel_MC_Ch11	Raw Max Pixel_MC_Ch12	Raw Min Pixel_MC_Ch01	Raw Min Pixel_MC_Ch02	Raw Min Pixel_MC_Ch03	Raw Min Pixel_MC_Ch04	Raw Min Pixel_MC_Ch05	Raw Min Pixel_MC_Ch06	Raw Min Pixel_MC_Ch07	Raw Min Pixel_MC_Ch08	Raw Min Pixel_MC_Ch09	Raw Min Pixel_MC_Ch10	Raw Min Pixel_MC_Ch11	Raw Min Pixel_MC_Ch12	Saturation Count_M01_Ch01	Saturation Count_M02_Ch02	Saturation Count_M03_Ch03	Saturation Count_M04_Ch04	Saturation Count_M05_Ch05	Saturation Count_M06_Ch06	Saturation Count_M07_Ch07	Saturation Count_M08_Ch08	Saturation Count_M09_Ch09	Saturation Count_M10_Ch10	Saturation Count_M11_Ch11	Saturation Count_M12_Ch12	Saturation Percent_M01_Ch01	Saturation Percent_M02_Ch02	Saturation Percent_M03_Ch03	Saturation Percent_M04_Ch04	Saturation Percent_M05_Ch05	Saturation Percent_M06_Ch06	Saturation Percent_M07_Ch07	Saturation Percent_M08_Ch08	Saturation Percent_M09_Ch09	Saturation Percent_M10_Ch10	Saturation Percent_M11_Ch11	Saturation Percent_M12_Ch12
0	101,25	49,25	41,25	36,25	66	56	54	54,25	92,75	42	77	70	102,5	12,5	8	7	6,5	9	8,5	8,5	8,5	13	7	10	9,5	12,5	8	7	6,5	9	8,5	8,5	8,5	13	7	10	9,5	11	7,5	7	6,5	8,5	8	7,5	8	10	7	9	9	0,946797549663493	0,698037266281898	0,904187563679628	0,924325330748186	0,907689181126421	0,892477220032938	0,907264514985347	0,914401249828227	0,899090070283607	0,864553821622734	0,8966929490841	0,719920151507509	0,843544385918652	0,883470218734528	0,96726307494388	0,923348209569305	0,937720388654749	0,907547380726477	0,880099205991922	0,95067386403084	0,775845479837765	0,910504070716365	0,896112309697279	0,923619679932502	17232,9997148514	1784	754,999997735023	735	9115	2177,99998247623	880,000005185604	649,999992311001	16224,999823451	1047,00003051758	18118,9998025894	5251,99943476915	43,3546564402883	253,373390820414	14,6548636913022	14,5918983188986	80,6069892043814	35,7145121108583	11,4350132167723	7,4601265563285	22,814178483052	22,1287104503888	25,0612411778588	51,6119673649669	39,831844098792	30,8238052878835	23,4751270744917	24,5613226262579	27,6291898578062	27,195582273579	23,025450287253	22,7400970584028	57,3940107170428	25,8100658375475	23,6791346242678	26,6547453787677	0,414285714285714	0,74025974025974	0,215189873417722	0,135135135135135	0,852487135506003	0,6	0,283018867924528	0,333333333333333	0,211034482758621	0,285714285714286	0,910950661853189	0,794749403341289	800,221875	5,71875	26,990625	27,890625	28,609375	27,18125	33,878125	31,934375	800,7125	29,45625	30,0875	30,075	-42154,9687500002	6366,3125	2385,84375000002	1373,84375	49122,15625	9641,68750000006	3948,96874999997	4284,90625000003	-15910,125	3397,93749999997	166449,125000001	36442,2500000001	177,778125	123,28125	24,009375	15,109375	591,390625	111,81875	36,121875	41,065625	172,2875	40,54375	1705,9125	477,925	-104,305825617284	31,519828680203	13,009375	8,58523706896552	182,466382575758	42,1669642857145	17,0478009259259	18,8490351382489	-42,9389150943395	19,1866071428571	532,92548701299	127,485714285715	-17,221875	34,28125	14,009375	9,109375	139,390625	43,31875	16,121875	17,065625	-10,7125	19,54375	332,9125	92,925	978	129	51	43	620	139	70	73	973	70	1736	508	323	-1	23	25	24	20	31	30	495	24	35	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	108,25	51,75	43	36,75	66,5	60	58	58,25	97,75	48,25	80,75	77	110	12	9,5	9	9,5	11,5	11	10,5	11	11,5	10,5	12,5	12	12	9,5	9	9,5	11,5	11	10,5	11	11,5	10,5	12,5	12	11,5	7	6	5,5	7,5	7	7	6,5	11	6	8	8	0,565951326854579	0,478086765737151	0,435225436065204	0,428337184798945	0,385718546613022	0,394166913251179	0,431499383656434	0,436803303581461	0,733752625209843	0,440934389607101	0,399272042955657	0,41243803451324	0,928834867482453	0,61570569240811	0,566433426524252	0,502167591551296	0,594251804055395	0,565726707988921	0,591014877681781	0,562837214957202	0,922179302961537	0,540240916064983	0,619449354359801	0,652100285356807	14749,9999079704	1904,00000268221	1495,00000607967	1121,00001585484	30195	4666,99974763393	1527,99999141693	1678,99988615513	14599,9999978542	1646	56226	10372	27,4887557785756	81,9825467200067	25,1973934982666	20,8828405037364	185,063185519736	68,4580975903518	21,2258630326499	22,1771829463749	16,6143740895995	26,5194798180675	72,3860575994516	47,2639330152643	43,2666978626702	29,0488903756711	31,6746229470459	31,519982521696	35,463770465536	33,2651414340049	28,8305336645391	29,7956288167859	63,523475776616	30,8716984139853	30,3723103489837	29,5856965224825	0,355191256830601	0,73134328358209	0,295454545454545	0,2	0,886610373944511	0,644444444444444	0,345794392523364	0,392857142857143	0,18092749836708	0,339805825242718	0,923580786026201	0,796143250688705	798,729559748428	4,659375	27,30625	28,49375	29	27,096875	32,575	30,759375	800,645569620253	31,046875	30,859375	30,34375	-32786,0062893079	5857,87499999995	2935,24999999998	1787,74999999999	70762	11275,375	4611,00000000004	4924,87500000002	-10918,0506329114	3850,375	190489,875	33125,75	101,270440251572	55,340625	31,69375	22,50625	860	131,903125	43,425	51,240625	210,354430379747	42,953125	1866,140625	321,65625	-75,8889130971568	27,4807216183574	15,7984011627906	10,8259778911564	260,473684210526	46,3322916666668	18,9681034482759	20,3007108369099	-27,7350836867494	19,5645239637306	582,583349458204	105,90625	-13,7295597484276	28,340625	15,19375	10,50625	136	35,903125	17,425	17,240625	-13,6455696202531	19,953125	311,140625	66,15625	900	60	59	51	889	159	76	82	1011	74	1897	352	277	-1	22	23	27	19	29	28	534	27	37	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	141	51,75	40	35	67,5	62,5	54,75	66,5	125,75	49,5	98,25	81	143,25	13,5	8,5	7	7	9,5	9,5	9	9,5	13	8,5	12	10	13,5	8,5	7	7	9,5	9,5	9	9,5	13	8,5	12	10	13	8,5	6,5	6	9	8,5	7,5	8,5	12,5	7,5	10,5	10	0,919418760311388	0,850129147770832	0,952096666849164	0,770771245717902	0,92084299912505	0,94455130403783	0,947359754640904	0,970899662962077	0,902137355566374	0,928269842278386	0,981349464643044	0,878354260062104	0,935210558380069	0,972002911552954	0,94378869542749	0,820701389911239	0,928676264037182	0,837003593070461	0,777258674362371	0,925799661727817	0,970570857909059	0,844230838058459	0,933464569434777	0,909422940832162	32688,9997177124	2092,99990749359	1220,99999213219	1310,00000095367	12620,0003517866	3019,00017231703	1392,99996304512	929,999955296516	30953,000752449	1337,99999117851	22772,9992208481	5691,00006914139	39,1724829990738	104,842771576368	14,2550864460427	12,4614734096478	35,3049578105994	21,9245113641001	12,202838047454	5,36862288055942	24,2552403787049	10,5118433006138	14,3749797216065	14,1205308952881	43,8909253075074	25,8686941496594	22,8510632290761	24,4171187801729	25,4103853536847	25,448446727473	24,530285252583	22,3778536008165	50,5346002027568	25,4004056115652	22,6356966527501	22,6548610189408	0,497284716834756	0,727272727272727	0,241379310344828	0,157894736842105	0,831223628691983	0,6	0,326923076923077	0,365384615384615	0,353393981805458	0,313725490196078	0,903642773207991	0,769041769041769	798,735119047619	4,46130952380952	27,514880952381	28,3482142857143	28,9107142857143	27,0446428571429	32,3988095238095	30,4017857142857	800,395833333333	31,0357142857143	30,8244047619048	30,2113095238095	-38629,2232142855	6335,66964285722	2551,97321428576	1723,47321428573	57518,1607142848	9794,41964285706	3854,4821428571	4348,77678571433	-17699,8124999998	3392,53571428574	170855,616071431	35596,9196428573	272,264880952381	61,5386904761905	26,485119047619	17,6517857142857	660,089285714286	106,955357142857	41,6011904761905	42,5982142857143	291,604166666667	36,9642857142857	1729,1755952381	355,78869047619	-68,6925658561293	30,4275793650795	13,6226190476191	8,93035714285714	199,822619047618	37,123357142857	15,5281311154598	15,2523496240601	-36,7755550033131	15,9440836940837	422,664144856418	103,736221340388	21,264880952381	31,5386904761905	13,485119047619	8,65178571428572	140,589285714286	29,9553571428571	13,6011904761905	11,5982142857143	14,6041666666666	14,9642857142857	231,175595238095	70,2886904761905	1071	66	54	46	689	134	74	73	1092	68	1760	386	259	-1	23	24	28	23	29	28	385	25	39	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	100,5	52,25	43,25	31,25	65,5	60	52,75	51,5	94,5	48	77,75	58,25	104	12	8,5	7,5	6,5	9,5	9,5	8,5	8,5	12,5	8,5	10,5	9	12	8,5	7,5	6,5	9,5	9,5	8,5	8,5	12,5	8,5	10,5	9	11	8	7	6	8,5	8,5	8	7,5	10	7	9,5	8	0,802591504917585	0,725005772864749	0,781314218178678	0,821511584029844	0,8089014503834	0,836078125121672	0,77322334864801	0,856623563182585	0,737427582383288	0,813548690722867	0,814616313560126	0,799860985261833	0,784736544476724	0,933296184796981	0,821620136763096	0,871645783893081	0,903675748726417	0,880765688109059	0,909169192704483	0,89676933248566	0,724988218790839	0,84718518830482	0,920812937633757	0,897667325868123	18127,9999989271	1898,99995064735	1195,00000095367	946,000023365021	15516,9986953139	2374,00004184246	1339,00009179115	949,000007033348	18808,0000033379	1093	26132,0004175901	6832,00010085106	58,9878228016171	202,694468826684	24,4981929040017	17,1178481230919	105,949809020341	37,0233975758684	17,0822090918406	10,3009420809214	25,0449469802318	18,8466910236245	29,7092141023992	102,534064818181	44,0250743140137	29,2243032888221	25,1396794972088	23,8353859486145	28,7285975601258	27,2357161822633	25,4030423730202	24,3753410666554	64,3044152733106	26,1648112626358	25,1971249062188	29,2940977511645	0,369779802581625	0,757575757575758	0,280898876404494	0,175	0,896260554885404	0,679144385026738	0,372881355932203	0,418803418803419	0,224652087475149	0,351851851851852	0,936269915651359	0,801941747572816	798,277777777778	4,57291666666667	27,6180555555556	28,6284722222222	28,9513888888889	27,0590277777778	32,8819444444444	30,8333333333333	800,642361111111	30,78125	30,8645833333333	30,4479166666667	-35164,5555555557	6612,66666666663	2779,88888888887	1691,55555555557	64177,2222222219	11273,4444444445	4486,11111111114	4841,33333333335	-13093,2222222223	3980	189078,333333332	39715,6666666668	186,722222222222	102,427083333333	33,3819444444444	19,3715277777778	826,048611111111	133,940972222222	49,1180555555556	57,1666666666667	253,357638888889	43,21875	2168,13541666667	705,552083333333	-87,8946932006637	30,3074661084529	14,9657594733461	10,8595277777778	240,739450805767	46,5618055555558	20,710472617167	22,6860841423948	-34,7164351851853	19,953125	602,318696409429	165,268821530758	-17,7777777777778	32,4270833333333	14,3819444444444	10,3715277777778	187,548611111111	37,9409722222222	17,1180555555556	18,6666666666667	-14,1423611111111	17,21875	394,135416666667	120,552083333333	985	107	61	48	855	161	82	88	1054	74	2199	736	360	-3	24	25	27	22	27	27	527	27	32	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	63	24,5	23	15,25	40	41,25	38,5	37,25	61	25,25	53,75	49	65,25	9	5,5	5,5	4,5	7	7,5	7	7	9	6	8	8,5	9	5,5	5,5	4,5	7	7,5	7	7	9	6	8	8,5	8,5	5,5	5	4	7	7	6,5	7	8,5	5	8	7,5	0,848188252720114	0,888581644289947	0,840122955117821	0,718206774708725	0,777346631282055	0,814973757386322	0,908237914766604	0,904707707384948	0,824200722975011	0,816658314538643	0,83077541232455	0,826265749871016	0,943712740773615	0,960708857404297	0,899976628530363	0,861193830784507	0,933620700653538	0,95193533836599	0,904738012394226	0,967383671310573	0,888793379764823	0,791893365048334	0,929005352878098	0,908501257533031	9657,00005340576	1058,99991083145	655,999995708466	653,000000715256	12883,000626564	2386,00002908707	630,000003933907	556,000031471252	9694,00001144409	711,99999666214	23823,0001449585	4049,99979186058	43,2757071331371	83,3624832704709	16,8952727091683	16,1562156215622	68,4436336478384	33,0895587656164	10,6554042801801	7,76572104619676	18,5116910715197	14,6002086733656	32,7236677245771	23,0106049153668	48,3250369040123	31,7571551346622	30,4692799343995	28,9566353136173	32,2303952088525	31,3056587688527	25,3243436114356	26,9920968104136	58,370368502339	29,5596044506745	28,5435905056902	28,2686164696574	0,44215530903328	0,746031746031746	0,27906976744186	0,164556962025316	0,852834740651387	0,63953488372093	0,281553398058252	0,333333333333333	0,256480218281037	0,306122448979592	0,894144144144144	0,752808988764045	798,989583333333	5,18055555555556	26,9756944444444	27,9305555555556	28,3923611111111	27,0381944444444	33,3298611111111	31,8506944444444	799,699300699301	29,7638888888889	30,2673611111111	30,0694444444444	-15731,28125	2880,87499999999	1455,34375000001	877,125000000002	37230,5937500002	6154,03125000002	2497,90624999998	2553,96875000002	-4072,51748251748	2000,625	103087,21875	17642,8749999999	139,010416666667	53,8194444444444	29,0243055555556	19,0694444444444	782,607638888889	117,961805555556	36,6701388888889	41,1493055555556	156,300699300699	37,2361111111111	1800,73263888889	305,930555555556	-62,8387896825397	28,3092403628117	14,1330012077295	10,4956739526412	221,40763888889	35,7618055555556	14,6766323953824	15,793600857569	-17,023071191104	17,2163091309131	469,453569121448	87,0938208616776	11,0104166666666	30,8194444444444	14,0243055555556	10,0694444444444	132,607638888889	21,9618055555556	11,6701388888889	12,1493055555556	6,30069930069931	16,2361111111111	268,732638888889	52,9305555555556	938	59	56	47	811	145	70	73	956	67	1831	336	294	-1	23	25	32	25	33	30	492	28	52	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	102,25	54,75	42,75	35,75	59,5	57,25	46,75	48,25	101,5	42	70,5	67,25	106,25	13	8,5	7,5	6,5	8,5	9	8	8	12,5	7,5	10	9,5	13	8,5	7,5	6,5	8,5	9	8	8	12,5	7,5	10	9,5	9,5	8	7	6,5	8,5	8	7	7,5	10	7	9	9	0,866360222114577	0,870619712365179	0,880936440822701	0,838331956025905	0,84975346092428	0,867619537718856	0,874722424685073	0,867806512149862	0,855226575609944	0,873328244221854	0,867914223047512	0,776001268057439	0,685721327295987	0,960854938011774	0,906699731401119	0,947892211875145	0,943688465212307	0,88248530605424	0,851141168096867	0,917102550644786	0,758029270679113	0,932987763627148	0,91803267260871	0,990905098879599	17338,0005111694	1394,00002473593	1039,99993252754	939,999973893166	25873,9989070892	3803	1498,00001621246	1236,99999523163	21954	1506,00003415346	50559,0001162887	10041,0000071526	40,7871365588734	96,0850140091375	26,1377615772373	19,3475995079766	154,274509950163	48,7818437007328	24,4536334492482	18,9206989342242	24,4288519395807	23,2847081660417	71,0147360805646	67,9622729291022	42,7714319217244	25,261348527898	27,4025410136076	26,5366547247898	32,6537077527426	29,8796690249853	27,4175510291128	27,733608653767	63,4305661579393	29,5411082575004	28,6689772798384	29,3023391132975	0,321128909229596	0,777777777777778	0,27906976744186	0,179487179487179	0,902552204176334	0,662921348314607	0,385964912280702	0,405405405405405	0,243697478991597	0,333333333333333	0,940641455241742	0,820754716981132	797,059440559441	3,80208333333333	27,1527777777778	28,1076388888889	28,5138888888889	26,65625	31,0347222222222	29,4513888888889	799,03125	31,4583333333333	30,4548611111111	29,6701388888889	-36019,2622377621	6500,11458333339	2744,06944444443	1718,25347222221	62639,5972222217	10544,09375	4318,2430555555	4550,15972222228	-15462,28125	3455,2083333333	177316,684027775	35609,1909722218	146,940559440559	58,1979166666667	30,8472222222222	18,8923611111111	876,486111111111	133,34375	49,9652777777778	51,5486111111111	376,96875	44,5416666666667	2238,54513888889	431,329861111111	-88,2990493613962	28,1476883561645	14,6893274853801	10,2839695027195	258,85585901027	45,4878548034934	22,2273098633393	22,9113054116294	-38,0041564039409	20,970238095238	620,559323286048	130,322426166872	-29,0594405594405	30,1979166666667	14,8472222222222	9,89236111111111	195,486111111111	38,34375	20,9652777777778	22,5486111111111	-16,03125	19,5416666666667	397,045138888889	108,329861111111	944	62	58	47	905	160	81	81	1176	76	2269	461	365	1	24	24	25	20	27	27	525	26	31	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	100,25	42,5	33,75	33	57,5	52,25	46,5	47,75	90	40,75	67,5	66,5	103,5	12,5	7,5	6,5	6,5	8,5	8	8	7,5	12,5	7,5	9	9	12,5	7,5	6,5	6,5	8,5	8	8	7,5	12,5	7,5	9	9	10,5	7	6,5	6	8,5	8	7,5	7,5	9,5	7	9	9	0,910548857548173	0,819905558041406	0,969476432561911	0,939312937391554	0,931605022289331	0,935024869808304	0,973047356463984	0,93791976176956	0,889761330959289	0,907244174468008	0,934765419442275	0,866441678730315	0,767413656755681	0,917547034126312	0,950387686397373	0,907819266640398	0,968197075416566	0,935274962403134	0,928989903133523	0,931768091080336	0,819911471558741	0,976776769790611	0,975893533563114	0,959764078458379	16261,0000090599	1628,000035882	1066,99999380112	867,999969363213	18410,9999847412	2748,99997806549	919,999961435795	933,999992549419	13578,9999558926	1016,99992215633	37147,0000452995	4566,99999630451	39,5862286379444	90,0334433263675	22,0836630556389	18,011002456234	121,696579272672	40,4304412661615	17,5726850523887	12,8117963817291	14,5302292404814	18,8709996456034	40,6269077412477	40,6429860573155	47,2290811717386	26,5673370213861	26,9791814955741	27,2383067828501	30,3931095584076	27,8338132619572	26,1363258108254	25,7295910508947	64,9380112992761	27,0689488606692	26,5009548504032	25,9963049988334	0,340015420200463	0,742857142857143	0,296703296703297	0,209876543209877	0,897142857142857	0,651685393258427	0,391304347826087	0,418803418803419	0,193798449612403	0,351851851851852	0,936678032148076	0,812658227848101	798,092592592593	4,36764705882353	27,7830882352941	28,8161764705882	29,0294117647059	27,1323529411765	32,4117647058824	30,5183823529412	800,297794117647	31,5220588235294	30,8455882352941	30,3823529411765	-27833,3333333332	5833,79411764708	2698,80147058823	1649,10294117646	67047,8235294121	10709,2058823529	4658,52941176473	4995,38970588233	-9614,28676470583	3561,86764705884	183495,926470587	33582,7058823532	112,907407407407	59,6323529411765	35,2169117647059	20,1838235294118	895,970588235294	129,867647058824	48,5882352941176	55,4816176470588	225,702205882353	45,4779411764706	2008,15441176471	335,617647058824	-69,7409716449613	32,2029411764707	18,1724673202614	11,486853832442	286,444501278772	50,2599915564311	23,5559772296015	24,832402987373	-26,3422385620914	21,7049350415013	669,776633986924	124,598850066343	-8,09259259259261	35,1323529411765	19,2169117647059	11,1838235294118	211,470588235294	44,8676470588235	23,5882352941176	23,4816176470588	-11,2977941176471	22,4779411764706	374,154411764706	81,6176470588235	911	64	63	49	925	157	81	86	1026	77	2039	366	337	0	24	25	27	23	30	28	591	28	33	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	144,5	48,5	27,75	23,75	56,75	53	39,5	51,75	142	33,75	83,5	81	155	16,5	10,5	6,5	6	8,5	9	7,5	9,5	16,5	6,5	11	11,5	16,5	10,5	6,5	6	8,5	9	7,5	9,5	16,5	6,5	11	11,5	12,5	6,5	5,5	5	8,5	7,5	7	7,5	11,5	6,5	9,5	9,5	0,570778885243116	0,630145460069455	0,886447680997088	0,871187299515007	0,898367859597831	0,804823885360472	0,863808255657634	0,871076630206214	0,532551961091695	0,789366462848523	0,84823657788506	0,716146563564814	0,647637067117002	0,516518939545868	0,816658408126315	0,827689099198647	0,948615619742297	0,77847307710623	0,986387209561715	0,827340790104016	0,640565604877061	0,844101655107187	0,858712033518586	0,704620792923558	31589,9999709129	2356	1510,99999153614	1155,00001811981	8013,00004768372	2275,00000631809	1674,0000526309	901,000008106232	30332,999859333	1410,00003933907	13649,0010205507	3758,99997830391	46,1194307800976	154,159136848587	15,1129519352262	11,8032166210492	28,5978187017116	28,3481424530042	12,8639488565311	5,72880717826442	21,7377880614765	16,538558695103	13,2641423822094	13,8579056306439	54,4848509453185	31,4148765750976	25,812231825398	25,086858270449	26,3373630565129	27,7180337789602	24,912735582121	21,8469730439925	58,521699010212	26,3228516040445	23,5408062808063	23,282177347245	0,442524417731029	1,45	0,24390243902439	0,135135135135135	0,813242784380306	0,685950413223141	0,247311827956989	0,284210526315789	0,330578512396694	0,230769230769231	0,872472783825817	0,710144927536232	798,7075	3,75	27,305	28,3375	28,495	26,795	31,835	29,855	800,74	31,9525	30,5175	30,095	-24624,6500000002	4336	1878,89999999998	1145,74999999998	39257,0999999992	6438,09999999996	2632,29999999998	3104,89999999999	-10720,7999999999	2133,45000000001	111184,149999999	21964,0999999997	1019,2925	48,25	24,695	16,6625	554,505	83,205	28,165	34,145	728,26	25,0475	1298,4825	220,905	-43,1590570934259	19,4149484536082	12,1995045045045	8,07302631578949	160,830991189427	27,4266981132075	13,2662658227848	13,328574879227	-18,9759154929576	12,9512037037037	316,344775449101	64,2290740740738	-8,20749999999998	15,25	11,695	7,6625	101,505	19,205	12,665	11,145	-4,74000000000001	13,0475	173,9825	38,405	1818	52	52	45	583	110	60	64	1529	57	1329	251	277	-28	21	25	26	-1	25	27	419	25	31	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0


